Number_of_Survivors,Migration_route,serial,Coordinates_Fixed,Website_Date_Fixed,lat,lon,random,Region_of_Incident
,US-Mexico border crossing,268,"-109.9977','31.363417",2014-10-09,31.363417,-109.9977,0.351576456,North America
,US-Mexico border crossing,269,"-111.4236','31.7237",2014-10-12,31.7237,-111.4236,0.589572843,North America
,US-Mexico border crossing,270,,2014-10-15,,,0.982793722,North America
,US-Mexico border crossing,271,,2014-10-15,,,0.030214391,North America
,US-Mexico border crossing,272,,2014-10-19,,,0.296902227,North America
,US-Mexico border crossing,273,,2014-10-21,,,0.74626451,North America
,US-Mexico border crossing,274,,2014-10-24,,,0.629293917,North America
,US-Mexico border crossing,275,,2014-10-28,,,0.025918522,North America
,US-Mexico border crossing,276,,2014-10-29,,,0.109522069,North America
,US-Mexico border crossing,277,,2014-10-29,,,0.918711405,North America
,US-Mexico border crossing,278,,2014-10-30,,,0.460297575,North America
,US-Mexico border crossing,279,,2014-11-06,,,0.78063845,North America
,US-Mexico border crossing,280,,2014-11-10,,,0.149574011,North America
,US-Mexico border crossing,281,,2014-11-12,,,0.199230351,North America
,US-Mexico border crossing,282,,2014-11-16,,,0.460166614,North America
,US-Mexico border crossing,283,,2014-11-26,,,0.097844099,North America
,US-Mexico border crossing,284,,2014-11-27,,,0.200900778,North America
,US-Mexico border crossing,285,,2014-11-27,,,0.751665857,North America
,US-Mexico border crossing,286,,2014-11-27,,,0.265825207,North America
,US-Mexico border crossing,287,,2014-12-03,,,0.213545584,North America
,US-Mexico border crossing,288,,2014-12-06,,,0.564117047,North America
,US-Mexico border crossing,289,,2014-12-09,,,0.919708417,North America
,US-Mexico border crossing,290,,2014-12-13,,,0.867155432,North America
,US-Mexico border crossing,291,,2014-12-28,,,0.280861228,North America
,US-Mexico border crossing,292,,2014-12-28,,,0.234189119,North America
,US-Mexico border crossing,293,,2014-12-31,,,0.955142096,North America
,US-Mexico border crossing,294,"-111.7528','32.3087",2014-03-30,32.3087,-111.7528,0.845289079,North America
,Eastern Mediterranean,295,"26.486067','38.74477",2014-10-27,38.74477,26.486067,0.514052932,Mediterranean
1.0,,296,"41.998129','11.886603",2015-01-01,11.886603,41.998129,0.690896838,Eastern Africa
,,297,"43.288407','11.9647465",2015-01-01,11.9647465,43.288407,0.798302097,Eastern Africa
,,298,"44.017799','13.5775886",2015-01-01,13.5775886,44.017799,0.852956509,Western Asia
,,299,"44.0146','13.5697",2015-01-01,13.5697,44.0146,0.752939482,Western Asia
,,300,"98.448911','8.111574",2015-01-09,8.111574,98.448911,0.671503561,South-eastern Asia
3.0,,301,"-81.392199','19.2696881",2015-01-03,19.2696881,-81.392199,0.845249832,Caribbean
,,302,"21.528736','41.1689113",2015-01-03,41.1689113,21.528736,0.602591647,Europe
,US-Mexico border crossing,303,"-112.151317','31.82578",2015-01-04,31.82578,-112.151317,0.246921322,North America
16.0,Western Mediterranean,304,"-1.592287','35.908983",2015-01-04,35.908983,-1.592287,0.541499425,Mediterranean
2.0,,305,"30.120909','-23.6499447",2015-01-07,-23.6499447,30.120909,0.690840836,Eastern Africa
,Western Balkans,306,"21.201435','42.2065073",2015-01-08,42.2065073,21.201435,0.380877669,Europe
,US-Mexico border crossing,307,"-112.58101','32.00965",2015-01-09,32.00965,-112.58101,0.926220787,North America
,US-Mexico border crossing,308,"-111.45325','31.501317",2015-01-10,31.501317,-111.45325,0.472841301,North America
97.0,,309,"100.338316','7.2502406",2015-01-11,7.2502406,100.338316,0.351565717,South-eastern Asia
,,310,"99.22492','8.5822981",2015-01-14,8.5822981,99.22492,0.778365732,South-eastern Asia
5.0,,311,"101.082491','18.0013744",2015-01-15,18.0013744,101.082491,0.069805934,South-eastern Asia
27.0,Central Mediterranean,312,"27.271264','36.8103313",2015-01-16,36.8103313,27.271264,0.695005498,Mediterranean
,,313,"-93.084468','18.056331",2015-01-17,18.056331,-93.084468,0.914896639,Central America
418.0,Central Mediterranean,314,"14.4141','34.8859",2015-01-18,34.8859,14.4141,0.686661605,Mediterranean
,,315,"-92.916667','17.983326",2015-01-19,17.983326,-92.916667,0.742528286,Central America
9.0,,316,"-93.151203','17.875807",2015-01-20,17.875807,-93.151203,0.190443665,Central America
,Sahara Desert crossing,317,"13.178704','32.581556",2015-01-20,32.581556,13.178704,0.372094834,Northern Africa
86.0,Central Mediterranean,318,"-2.924594','35.272947",2015-01-22,35.272947,-2.924594,0.418621286,Mediterranean
,Sahara Desert crossing,319,"24.152626','20.7795755",2015-01-23,20.7795755,24.152626,0.466359738,Northern Africa
,US-Mexico border crossing,320,"-111.695567','31.947183",2015-01-25,31.947183,-111.695567,0.998553617,North America
,US-Mexico border crossing,321,"-111.6568','32.425",2015-01-27,32.425,-111.6568,0.81086028,North America
,US-Mexico border crossing,322,"-111.879567','31.776983",2015-01-27,31.776983,-111.879567,0.265961597,North America
,Haiti to Dominican Republic,323,"-72.7247','18.9251",2015-01-28,18.9251,-72.7247,0.991167007,Caribbean
,,324,"93.010777','17.61569445",2015-01-29,17.61569445,93.010777,0.893709974,South-eastern Asia
10.0,Western Mediterranean,325,"-2.958993','35.286196",2015-01-30,35.286196,-2.958993,0.256184548,Mediterranean
,US-Mexico border crossing,326,"-110.952925','31.396923",2015-01-30,31.396923,-110.952925,0.914136771,North America
,Sahara Desert crossing,327,"12.913084','26.239989",2015-01-31,26.239989,12.913084,0.997795914,Northern Africa
,Sahara Desert crossing,328,"12.913084','26.239989",2015-01-31,26.239989,12.913084,0.758359119,Northern Africa
,,329,"19.565918','30.404114",2015-01-31,30.404114,19.565918,0.386338248,Northern Africa
,Horn of Africa to Yemen crossing,330,"51.542532','14.88608382",2015-02-02,14.88608382,51.542532,0.587791532,Western Asia
13.0,Horn of Africa to Yemen crossing,331,"43.412688','12.9422264",2015-02-02,12.9422264,43.412688,0.86285539,Western Asia
,US-Mexico border crossing,332,"-110.93133','31.3747",2015-02-06,31.3747,-110.93133,0.99294496,North America
,US-Mexico border crossing,333,"-113.02657','32.00882",2015-02-06,32.00882,-113.02657,0.929251267,North America
6.0,Eastern Mediterranean,334,"12.4365','34.579",2015-02-07,34.579,12.4365,0.985709311,Mediterranean
76.0,Central Mediterranean,335,"12.8101','34.3797",2015-02-08,34.3797,12.8101,0.172342809,Mediterranean
9.0,Central Mediterranean,336,"12.9858','34.3616",2015-02-09,34.3616,12.9858,0.610504823,Mediterranean
,English Channel to the UK,337,"1.85869','50.9513",2015-02-14,50.9513,1.85869,0.372009233,Europe
,US-Mexico border crossing,338,"-99.142943','27.87871582",2015-02-18,27.87871582,-99.142943,0.383635705,North America
,US-Mexico border crossing,339,"-113.00183','32.16755",2015-02-18,32.16755,-113.00183,0.609902196,North America
,US-Mexico border crossing,340,"-112.136067','31.9336",2015-02-21,31.9336,-112.136067,0.074056019,North America
,US-Mexico border crossing,341,"-112.135833','31.933033",2015-02-21,31.933033,-112.135833,0.027659975,North America
,US-Mexico border crossing,342,"-112.996983','32.069633",2015-02-23,32.069633,-112.996983,0.128358129,North America
,,343,"-92.133327','14.633328",2015-02-24,14.633328,-92.133327,0.703366364,Central America
4.0,,344,"113.543873','22.198745",2015-02-27,22.198745,113.543873,0.150189504,Eastern Asia
,,345,"13.418913','32.82678851",2015-02-28,32.82678851,13.418913,0.816341077,Northern Africa
,US-Mexico border crossing,346,"-101.569381','29.7110679",2015-02-28,29.7110679,-101.569381,0.300467228,North America
,Central Mediterranean,347,"13.3594','36.0313",2015-03-03,36.0313,13.3594,0.872441465,Mediterranean
,Haiti to Dominican Republic,348,"-71.64685','18.7862266",2015-03-03,18.7862266,-71.64685,0.900004239,Caribbean
,,349,"-91.720399','17.480292",2015-03-06,17.480292,-91.720399,0.458345823,Central America
,US-Mexico border crossing,350,"-112.70361','32.04993",2015-03-06,32.04993,-112.70361,0.928950714,North America
,Western Africa / Atlantic route to the Canary Islands,351,"-17.087039','20.94764809",2015-03-04,20.94764809,-17.087039,0.524424017,Western Africa
,,352,"-101.169727','19.682152",2015-03-04,19.682152,-101.169727,0.462036032,Central America
,US-Mexico border crossing,353,"-99.634315','27.623664",2015-03-06,27.623664,-99.634315,0.476438519,Central America
,US-Mexico border crossing,354,"-115.66726','32.7467054",2015-03-06,32.7467054,-115.66726,0.738076408,North America
30.0,Western Africa / Atlantic route to the Canary Islands,355,"-11.623172','28.585093",2015-03-08,28.585093,-11.623172,0.70586811,Northern Africa
30.0,Horn of Africa to Yemen crossing,356,"48.38535','13.6467",2015-03-09,13.6467,48.38535,0.994087248,Western Asia
,,357,"-91.9804','17.4987",2015-03-09,17.4987,-91.9804,0.347082533,Central America
,Türkiye-Europe land route,358,"26.437847','41.79227",2015-03-10,41.79227,26.437847,0.304283259,Western Asia
18.0,Western Africa / Atlantic route to the Canary Islands,359,"-11.865128','28.705091",2015-03-11,28.705091,-11.865128,0.327382819,Northern Africa
,US-Mexico border crossing,360,"-100.391984','28.3356884",2015-03-11,28.3356884,-100.391984,0.807960143,Central America
,US-Mexico border crossing,361,"-112.00476','32.38205",2015-03-17,32.38205,-112.00476,0.127127427,North America
,US-Mexico border crossing,362,"-112.022917','31.93395",2015-03-17,31.93395,-112.022917,0.584240384,North America
,US-Mexico border crossing,363,"-115.505437','32.6684842",2015-03-17,32.6684842,-115.505437,0.749922344,North America
8.0,Eastern Mediterranean,364,"27.401316','37.020073",2015-03-17,37.020073,27.401316,0.83986102,Mediterranean
,,365,"-99.007484','23.9184477",2015-03-17,23.9184477,-99.007484,0.197549622,Central America
269.0,,366,"-93.680034','17.9477122",2015-03-17,17.9477122,-93.680034,0.764205878,Central America
84.0,Central Mediterranean,367,"11.088149','33.5041035",2015-03-19,33.5041035,11.088149,0.763240917,Mediterranean
,US-Mexico border crossing,368,"-111.810278','31.873889",2015-03-24,31.873889,-111.810278,0.559935921,North America
,US-Mexico border crossing,369,"-110.871356','32.123971",2015-03-26,32.123971,-110.871356,0.231051993,North America
,,370,"-100.625276','23.692761",2015-03-29,23.692761,-100.625276,0.958116638,Central America
,Sahara Desert crossing,371,"17.285764','28.9493768",2015-03-29,28.9493768,17.285764,0.50115985,Northern Africa
,US-Mexico border crossing,372,"-110.95279','31.80132",2015-03-31,31.80132,-110.95279,0.568380826,North America
,Sahara Desert crossing,373,"8.024068','19.075158",2015-03-01,19.075158,8.024068,0.233899462,Western Africa
,Sahara Desert crossing,374,"12.913084','26.239989",2015-03-31,26.239989,12.913084,0.360628064,Northern Africa
,Sahara Desert crossing,375,"12.913084','26.239989",2015-03-01,26.239989,12.913084,0.257087791,Northern Africa
,,376,"13.1648','32.849232",2015-03-31,32.849232,13.1648,0.792300979,Northern Africa
,,377,"13.214771','32.875003",2015-03-31,32.875003,13.214771,0.229067681,Northern Africa
,,378,"92.46209','17.64473",2015-03-31,17.64473,92.46209,0.744624215,South-eastern Asia
,,379,"89.487406','13.498141",2015-03-31,13.498141,89.487406,0.658558296,South-eastern Asia
,,380,"39.314697','-6.744507",2015-04-02,-6.744507,39.314697,0.891193542,Eastern Africa
,,381,"32.609314','-25.899597",2015-04-02,-25.899597,32.609314,0.614377579,Eastern Africa
10.0,Dominican Republic to Puerto Rico,382,"-67.929464','18.0875678",2015-04-03,18.0875678,-67.929464,0.852293697,Caribbean
,US-Mexico border crossing,383,"-111.77556','31.5815",2015-04-06,31.5815,-111.77556,0.579732768,North America
9.0,Eastern Mediterranean,384,"26.9667','37.4667",2015-04-06,37.4667,26.9667,0.290243818,Mediterranean
,,385,"31.032288','-17.833191",2015-04-08,-17.833191,31.032288,0.887220507,Eastern Africa
12.0,,386,"-72.286631','19.8017484",2015-04-09,19.8017484,-72.286631,0.718183732,Caribbean
129.0,Central Mediterranean,387,"30.941975','31.1063198",2015-04-10,31.1063198,30.941975,0.738828942,Mediterranean
,Central Mediterranean,388,"14.7437','34.2345",2015-04-10,34.2345,14.7437,0.09133395,Mediterranean
,,389,"-77.698404','25.14497061",2015-04-11,25.14497061,-77.698404,0.497970268,Caribbean
,US-Mexico border crossing,390,"-112.17821','31.85521",2015-04-13,31.85521,-112.17821,0.454875589,North America
,US-Mexico border crossing,391,"-111.85829','31.81461",2015-04-13,31.81461,-111.85829,0.87105904,North America
144.0,Central Mediterranean,392,"17.572607','36.1734",2015-04-13,36.1734,17.572607,0.131203077,Mediterranean
,,393,"29.926539','-22.1876758",2015-04-13,-22.1876758,29.926539,0.320764033,Eastern Africa
,US-Mexico border crossing,394,"-98.086004','26.0379097",2015-04-14,26.0379097,-98.086004,0.727481968,Central America
,US-Mexico border crossing,395,"-99.549636','27.469219",2015-04-15,27.469219,-99.549636,0.722658112,Central America
15.0,Central Mediterranean,396,"14.4141','35.7465",2015-04-16,35.7465,14.4141,0.915922056,Mediterranean
4.0,Central Mediterranean,397,"14.4141','34.8859",2015-04-16,34.8859,14.4141,0.952524137,Mediterranean
,,398,"44.647095','9.915894",2015-04-16,9.915894,44.647095,0.322742117,Eastern Africa
70.0,Central Mediterranean,399,"14.4141','35.7465",2015-04-17,35.7465,14.4141,0.417730472,Mediterranean
,,400,"-100.156984','26.213257",2015-04-17,26.213257,-100.156984,0.977687501,Central America
28.0,Central Mediterranean,401,"14.6777','35.03",2015-04-18,35.03,14.6777,0.230806439,Mediterranean
,,402,"38.369873','17.701111",2015-04-20,17.701111,38.369873,0.590253349,Eastern Africa
88.0,Eastern Mediterranean,403,"11.4474','33.7123",2015-04-20,33.7123,11.4474,0.601010553,Mediterranean
,US-Mexico border crossing,404,"-99.557493','27.4688428",2015-04-21,27.4688428,-99.557493,0.752947162,Central America
,,405,"-101.455532','20.538573",2015-04-21,20.538573,-101.455532,0.159271404,Central America
,Central Mediterranean,406,"17.421188','41.15024178",2015-04-21,41.15024178,17.421188,0.492417748,Mediterranean
8.0,,407,"100.919564','13.1733676",2015-04-21,13.1733676,100.919564,0.083670353,South-eastern Asia
36.0,Western Balkans,408,"21.772297','41.7164563",2015-04-23,41.7164563,21.772297,0.398861267,Europe
,US-Mexico border crossing,409,"-112.64445','31.849017",2015-04-23,31.849017,-112.64445,0.098195634,North America
,US-Mexico border crossing,410,"-112.41698','32.8216",2015-04-23,32.8216,-112.41698,0.876103206,North America
,Western Balkans,411,"21.427996','41.9973462",2015-04-24,41.9973462,21.427996,0.741096266,Europe
,US-Mexico border crossing,412,"-97.296038','25.9590963",2015-04-24,25.9590963,-97.296038,0.358952086,North America
9.0,,413,"101.3658','13.1285787",2015-04-25,13.1285787,101.3658,0.179870352,South-eastern Asia
,Sahara Desert crossing,414,"8.024068','19.075158",2015-04-01,19.075158,8.024068,0.210805389,Western Africa
,Sahara Desert crossing,415,"12.913084','26.239989",2015-04-01,26.239989,12.913084,0.625114541,Northern Africa
,Sahara Desert crossing,416,"12.913084','26.239989",2015-04-01,26.239989,12.913084,0.088054388,Northern Africa
,Sahara Desert crossing,417,"12.913084','26.239989",2015-04-01,26.239989,12.913084,0.433054148,Northern Africa
,,418,"15.161054','32.31862536",2015-04-30,32.31862536,15.161054,0.832952423,Northern Africa
,,419,"98.661975','8.540132",2015-05-01,8.540132,98.661975,0.290074581,South-eastern Asia
31.0,Central Mediterranean,420,"30.292164','31.2996277",2015-05-02,31.2996277,30.292164,0.488144356,Mediterranean
,Central Mediterranean,421,"18.109551','31.59403522",2015-05-02,31.59403522,18.109551,0.578570575,Mediterranean
91.0,Central Mediterranean,422,"14.349837','36.3916205",2015-05-04,36.3916205,14.349837,0.113059558,Mediterranean
,,423,"98.525532','8.4501414",2015-05-05,8.4501414,98.525532,0.626290361,South-eastern Asia
2.0,,424,"-115.448746','32.650514",2015-05-10,32.650514,-115.448746,0.517539337,Central America
,,425,"4.999428','45.732148",2015-05-12,45.732148,4.999428,0.362042214,Europe
,US-Mexico border crossing,426,"-110.462667','31.9325",2015-05-12,31.9325,-110.462667,0.047316588,North America
,Sahara Desert crossing,427,"25.702966','15.7398965",2015-05-13,15.7398965,25.702966,0.718696322,Northern Africa
700.0,,428,"95.729982','11.2878883",2015-05-15,11.2878883,95.729982,0.538873058,South-eastern Asia
,,429,"37.937683','1.695679",2015-05-15,1.695679,37.937683,0.460135495,Eastern Africa
,,430,"95.31373','11.83628223",2015-05-15,11.83628223,95.31373,0.41017567,South-eastern Asia
,US-Mexico border crossing,431,"-115.493137','32.668685",2015-05-18,32.668685,-115.493137,0.202533527,North America
,,432,"37.772888','1.860474",2015-05-19,1.860474,37.772888,0.52046326,Eastern Africa
,,433,"97.931785','4.71878",2015-05-19,4.71878,97.931785,0.403899129,South-eastern Asia
8.0,,434,"48.259261','-13.3150186",2015-05-20,-13.3150186,48.259261,0.203718478,Eastern Africa
,US-Mexico border crossing,435,"-100.181156','28.13171934",2015-05-21,28.13171934,-100.181156,0.107771417,North America
,Central Mediterranean,436,"13.479818','35.3099495",2015-05-21,35.3099495,13.479818,0.755187893,Mediterranean
,,437,"42.545288','-0.353821",2015-05-21,-0.353821,42.545288,0.133679664,Eastern Africa
,US-Mexico border crossing,438,"-112.709806','31.859417",2015-05-22,31.859417,-112.709806,0.021416798,North America
49.0,Central Mediterranean,439,"10.946794','35.6439601",2015-05-23,35.6439601,10.946794,0.001577468,Mediterranean
,,440,"19.569885','30.410095",2015-05-23,30.410095,19.569885,0.009509885,Northern Africa
,,441,"93.987843','19.810093",2015-05-24,19.810093,93.987843,0.499639979,South-eastern Asia
25.0,Central Mediterranean,442,"26.28878','38.3243",2015-05-25,38.3243,26.28878,0.855720751,Mediterranean
,,443,"100.178973','6.672991",2015-05-25,6.672991,100.178973,0.564057586,South-eastern Asia
,,444,"89.487406','13.498141",2015-05-26,13.498141,89.487406,0.849750171,South-eastern Asia
,Western Mediterranean,445,"-5.32093','35.880463",2015-05-26,35.880463,-5.32093,0.3777268,Mediterranean
,,446,"-99.557493','27.4688428",2015-05-26,27.4688428,-99.557493,0.793815481,Central America
